,id,predicted_class_,actual_class_,words
853,853,technical,technical,"['sector', 'restaur', 'hotel', 'size', 'peer', 'sector', 'retail', 'updat', 'draw', 'bid', 'identif', 'deliver', 'trade', 'ownership', 'creation', 'draw', 'match', 'pto', 'portfolio', 'visa', 'autocad', 'creation', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
854,854,technical,technical,"['substanc', 'surveil', 'potenti', 'substanc', 'surveil', 'substanc', 'substanc', 'pharmaci', 'surveil', 'substanc', 'conjunct', 'pharmacist', 'charg', 'substanc', 'substanc', 'agent', 'wast', 'agent', 'detect', 'substanc', 'prevent', 'detect', 'substanc', 'prevent', 'detect', 'substanc', 'surveil', 'paramet', 'substanc', 'pharmaci', 'metric', 'detect', 'substanc', 'transpar', 'medic', 'prevent', 'polic', 'pharmacist', 'charg', 'identif', 'act', 'facilit', 'agent', 'substanc', 'pharmaci', 'substanc', 'substanc', 'commiss', 'substanc', 'pharmaci', 'medic', 'complaint', 'pain', 'relief', 'readi', 'auditor', 'survey', 'substanc', 'agent', 'discrep', 'pharmaci', 'entiti', 'entiti', 'pharmacist', 'charg', 'pharmaci', 'pharmaci', 'pharmaci', 'accredit', 'medic', 'licensur', 'pharmacist', 'pharmaci', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
855,855,technical,technical,"['maintain', 'gas', 'turbin', 'gas', 'motor', 'pump', 'instrument', 'gas', 'turbin', 'instrument', 'reliabl', 'adjust', 'valv', 'circuit', 'replac', 'manual', 'pipe', 'instrument', 'diagram', 'draw', 'compli', 'fire', 'manual', 'correspond', 'bar', 'reason', 'variabl', 'diagram', 'percept', 'ladder', 'height', 'ladder', 'encount', 'weather', 'heat', 'start', 'frequenc', 'overtim', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
856,856,technical,technical,"['voltag', 'panel', 'wire', 'commiss', 'troubleshoot', 'voltag', 'panel', 'wire', 'commiss', 'verif', 'truck', 'stock', 'ethic', 'masteri', 'enterpris', 'fire', 'fire', 'alarm', 'fire', 'alarm', 'enterpris', 'weather', 'encount', 'twist', 'climb', 'stoop', 'crawl', 'distanc', 'circumst', 'ladder', 'lift', 'wire', 'lift', 'avail', 'motor', 'even', 'workforc', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
857,857,technical,technical,"['box', 'child', 'paper', 'carrier', 'paper', 'beverag', 'pet', 'paper', 'reliabl', 'planner', 'instrument', 'priorit', 'mechan', 'reliabl', 'reliabl', 'modif', 'root', 'paper', 'paper', 'mentor', 'indic', 'paper', 'reliabl', 'player', 'ladder', 'stair', 'poster', 'pregnanc', 'poster', 'box', 'child', 'paper', 'carrier', 'paper', 'beverag', 'pet', 'pregnanc', 'poster', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
858,858,complex problem solving,complex problem solving,"['dealer', 'distributor', 'fleet', 'membership', 'car', 'financ', 'forecast', 'negoti', 'investor', 'well', 'financ', 'financ', 'prospect', 'revenu', 'acquisit', 'expans', 'prospect', 'reduct', 'enhanc', 'capit', 'expans', 'capit', 'varianc', 'return', 'invest', 'invest', 'forecast', 'varianc', 'negoti', 'confid', 'trust', 'workload', 'deleg', 'financ', 'econom', 'enterpris', 'potenti', 'chanc', 'administ', 'genet', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
859,859,technical,technical,"['truck', 'path', 'mechan', 'electron', 'truck', 'crane', 'mine', 'tractor', 'tank', 'aircraft', 'aerospac', 'ground', 'overtim', 'stoop', 'factori', 'desir', 'ownership', 'assembl', 'sell', 'classroom', 'replac', 'manual', 'light', 'sign', 'tree', 'truck', 'crane', 'enjoy', 'stabil', 'strength', 'prescript', 'spend', 'substanc', 'abus', 'affili', 'harass', 'digniti', 'mechan', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
860,860,technical,technical,"['reput', 'size', 'save', 'spend', 'advisor', 'piec', 'mechan', 'supplier', 'crew', 'discrep', 'session', 'cut', 'fabric', 'spreadsheet', 'outlook', 'mobil', 'mechan', 'circuit', 'theori', 'trade', 'apprenticeship', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
861,861,technical,technical,"['target', 'estat', 'mileston', 'defens', 'brief', 'seri', 'mathemat', 'statist', 'statist', 'trial', 'definit', 'except', 'corp', 'qualifi', 'analyst', 'scientist', 'classif', 'seri', 'classif', 'mathemat', 'seri', 'mathemat', 'seri', 'classif', 'statist', 'seri', 'seri', 'classif', 'statist', 'seri', 'scientist', 'classif', 'seri', 'definit', 'defens', 'definit', 'assur', 'charg', 'definit', 'qualifi', 'semest', 'mathemat', 'statist', 'logic', 'mathemat', 'statist', 'qualifi', 'percentag', 'percentag', 'qualifi', 'semest', 'excess', 'semest', 'percentag', 'semest', 'mathemat', 'statist', 'logic', 'mathemat', 'statist', 'qualifi', 'semest', 'mathemat', 'statist', 'logic', 'mathemat', 'statist', 'qualifi', 'percentag', 'percentag', 'qualifi', 'semest', 'percentag', 'semest', 'mathemat', 'statist', 'logic', 'mathemat', 'statist', 'qualifi', 'achiev', 'curriculum', 'achiev', 'achiev', 'curriculum', 'curriculum', 'societi', 'membership', 'societi', 'qualifi', 'semest', 'mathemat', 'statist', 'logic', 'mathemat', 'statist', 'qualifi', 'percentag', 'percentag', 'qualifi', 'semest', 'excess', 'semest', 'percentag', 'semest', 'mathemat', 'statist', 'logic', 'mathemat', 'statist', 'credenti', 'interpret', 'proof', 'deposit', 'link', 'payment', 'station', 'determin', 'move', 'potenti', 'potenti', 'target', 'potenti', 'target', 'questionnair', 'determin', 'error', 'apprais', 'incent', 'award', 'spous', 'checklist', 'questionnair', 'format', 'determin', 'determin', 'date', 'apprais', 'determin', 'marriag', 'version', 'accredit', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
862,862,complex problem solving,complex problem solving,"['trust', 'radiat', 'physicist', 'physicist', 'radiat', 'assur', 'radiat', 'therapi', 'output', 'radiat', 'radiat', 'instrument', 'calcul', 'ray', 'radiat', 'assur', 'therapi', 'commiss', 'assur', 'assur', 'therapi', 'imag', 'identifi', 'amount', 'radiat', 'chart', 'radiat', 'assur', 'calcul', 'amount', 'receipt', 'dispos', 'dispos', 'protocol', 'radiat', 'radiat', 'radiat', 'assur', 'radiat', 'physic', 'radiat', 'verif', 'version', 'radiat', 'incid', 'courtesi', 'cancer', 'weight', 'hear', 'stoop', 'motion', 'movement', 'finger', 'dexter', 'radiat', 'fume', 'alarm', 'fire', 'alarm', 'discuss', 'percept', 'harass', 'genet', 'termin', 'absenc', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
863,863,technical,technical,"['date', 'referr', 'establish', 'enforc', 'establish', 'sanit', 'sanit', 'verif', 'enforc', 'protect', 'owner', 'determin', 'interpret', 'protect', 'inspector', 'enforc', 'sampl', 'survey', 'verif', 'sampl', 'detect', 'assur', 'admiss', 'anim', 'border', 'protect', 'anim', 'restrict', 'lot', 'seri', 'trust', 'trial', 'deposit', 'payment', 'deposit', 'close', 'substitut', 'definit', 'sampl', 'find', 'close', 'commod', 'substanc', 'substanc', 'pharmaceut', 'sampl', 'find', 'inspector', 'inspector', 'inspector', 'sampl', 'sanit', 'commod', 'substanc', 'substanc', 'pharmaceut', 'inspector', 'inspector', 'inspector', 'sampl', 'sanit', 'corp', 'qualifi', 'inspector', 'hazard', 'motion', 'twist', 'floor', 'stair', 'ladder', 'lift', 'dexter', 'finger', 'good', 'distanc', 'eye', 'diseas', 'eye', 'error', 'hear', 'loss', 'semest', 'coursework', 'epidemiolog', 'econom', 'pharmaci', 'nutrit', 'excess', 'semest', 'coursework', 'overtim', 'amount', 'bargain', 'potenti', 'overtim', 'tour', 'potenti', 'potenti', 'ctap', 'ctap', 'ictap', 'factor', 'ctap', 'ictap', 'score', 'ctap', 'ictap', 'verifi', 'verifi', 'verifi', 'discrep', 'suitabl', 'ground', 'remov', 'print', 'target', 'voic', 'inspector', 'questionnair', 'mathemat', 'depend', 'questionnair', 'answer', 'offici', 'determin', 'error', 'ground', 'remov', 'link', 'questionnair', 'link', 'button', 'sensit', 'trust', 'determin', 'suitabl', 'fax', 'transmiss', 'delay', 'mail', 'loss', 'address', 'date', 'seri', 'semest', 'award', 'evid', 'accredit', 'fee', 'translat', 'releas', 'date', 'discharg', 'discharg', 'releas', 'proof', 'entitl', 'vet', 'ctap', 'ictap', 'proof', 'remov', 'termin', 'ctap', 'ictap', 'definit', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
864,864,technical,technical,"['protect', 'inclus', 'prescript', 'medic', 'physic', 'incent', 'referr', 'assembl', 'machineri', 'troubleshoot', 'hvac', 'trade', 'plumb', 'interfac', 'print', 'diagnos', 'logic', 'adjust', 'paperwork', 'mechan', 'polic', 'identifi', 'quantiti', 'adapt', 'adapt', 'delay', 'depend', 'suggest', 'manual', 'diagram', 'variabl', 'plumb', 'weld', 'electr', 'electron', 'print', 'schemat', 'stoop', 'crawl', 'distanc', 'percept', 'encount', 'weather', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
865,865,technical,technical,"['accomplish', 'inspector', 'car', 'rail', 'car', 'except', 'rapport', 'overtim', 'procur', 'disast', 'outlook', 'powerpoint', 'railroad', 'curv', 'elev', 'theori', 'curv', 'foundat', 'wear', 'hat', 'protect', 'length', 'territori', 'accid', 'injuri', 'rail', 'rail', 'truck', 'expans', 'popul', 'railroad', 'popul', 'town', 'subsidiari', 'poster', 'transpar', 'subsidiari', 'staf', 'mail', 'internet', 'acquisit', 'fee', 'referr', 'tax', 'railroad', 'overtim', 'close', 'pool', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
866,866,technical,technical,"['news', 'analyt', 'trade', 'transpar', 'lifecycl', 'research', 'research', 'peer', 'desir', 'advoc', 'observ', 'evid', 'web', 'enterpris', 'research', 'prototyp', 'inquiri', 'workflow', 'stage', 'card', 'inclus', 'stage', 'analys', 'scientist', 'privaci', 'analys', 'region', 'profess', 'learner', 'portfolio', 'portfolio', 'deliver', 'masteri', 'discuss', 'guid', 'link', 'portfolio', 'share', 'session', 'arrang', 'consent', 'connect', 'entiti', 'find', 'studio', 'factor', 'psycholog', 'domain', 'featur', 'interfac', 'enterpris', 'eye', 'match', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
